post_id,text,post_text,shared_text,time,image,video,likes,comments,shares,post_url,link
,,,,,,,,,,,
"10,158,139,568,335,600.00",,,,8/21/2019 15:45,,,2,1,0,,
,,,,,,,,,,,
"10,158,144,543,970,600.00",,,,8/23/2019 9:34,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/69035925_10215114614074337_7734142605717405696_o.jpg?_nc_cat=110&_nc_sid=07e735&_nc_ohc=4ipnlyD0zoMAX8wKwTU&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=408a11191b94376d74b79dd2f1b5d960&oe=5F60511D,,1,0,0,,https://bit.ly/2NOcMQ2
,,,,,,,,,,,
"10,158,142,655,935,600.00",,,,8/22/2019 17:56,,,0,2,0,,
,,,,,,,,,,,
"10,158,128,543,285,600.00","WE NEED TO SEE MUCH MORE JUMPING - JUST LIKE THIS - ON OUR HAIFA BEACHES !!!
Ballet Mon Amour
August 13, 2019 at 8:55 AM ·
Maria Khoreva
©️ Sofya Khoreva",WE NEED TO SEE MUCH MORE JUMPING - JUST LIKE THIS - ON OUR HAIFA BEACHES !!!,"Ballet Mon Amour
August 13, 2019 at 8:55 AM ·
Maria Khoreva
©️ Sofya Khoreva",8/17/2019 19:26,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/68432961_1173998139459252_7890927045373329408_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=FTeOLpNFPXUAX8frWtD&_nc_ht=scontent.fhfa1-2.fna&tp=14&oh=cc2741c76e70910b073a7c21d0138da4&oe=5F5F3757,,0,0,0,https://m.facebook.com/story.php?story_fbid=1173998162792583&id=347897318736009,
,,,,,,,,,,,
"10,158,109,738,680,600.00",,,,8/11/2019 12:27,,,0,0,0,,
,,,,,,,,,,,
"10,158,107,491,885,600.00","OBVIOUSLY TONI MORRISON WAS LISTENING TO OUR CONVERSATIONS DURING OUR HAIFA DANCE CLASSES ! ... we try giving up the shit that weighs us down !
Pod Save the People
August 6, 2019 at 9:00 PM ·
Rest in power, Toni Morrison.",OBVIOUSLY TONI MORRISON WAS LISTENING TO OUR CONVERSATIONS DURING OUR HAIFA DANCE CLASSES ! ... we try giving up the shit that weighs us down !,"Pod Save the People
August 6, 2019 at 9:00 PM ·
Rest in power, Toni Morrison.",8/10/2019 18:50,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/68368197_563699004166145_1516486238490591232_o.jpg?_nc_cat=107&_nc_sid=da1649&_nc_ohc=5WEbogkxtmUAX-Pj5ek&_nc_ht=scontent.fhfa1-2.fna&tp=14&oh=3e48ea69f342f2e2782f293b0eac9c8e&oe=5F5EF44B,,0,0,0,,
,,,,,,,,,,,
"10,158,104,433,240,600.00",https://m.facebook.com/story.php?story_fbid=2420573414692381&id=100002192376075,https://m.facebook.com/story.php?story_fbid=2420573414692381&id=100002192376075,,8/9/2019 18:01,,,0,0,0,,
,,,,,,,,,,,
"10,158,014,411,705,600.00","In a few months we will be vacating our paradise in Downtown Haifa after almost 2 years of being there. It’s a 5 room appartment (4 bedrooms, salon) in the most prime location, next to bars and restaurants. It’s a little over 90 sq meters and has 3 balconies. The appartment is fully loaded with every type of furniture you need, just bring your bags and your settled. It’s a perfect place for soldiers just drafting to the army, or even ones released and going to study in the University of Haifa. The appartment suits anyone.
We are looking for 4 people who will move in and treat the place with the same respect that we built it in. If you are interested or know of someone that is interested the please send me a private message to discuss logistics of moving in. We would prefer a group of 4 people, but are flexible with other options.
Also there is no exact move in date yet, we’re also flexible with that too, but sometime around August, September preferred.
Yours truly
-Moshe Aharon 5 Squad","In a few months we will be vacating our paradise in Downtown Haifa after almost 2 years of being there. It’s a 5 room appartment (4 bedrooms, salon) in the most prime location, next to bars and restaurants. It’s a little over 90 sq meters and has 3 balconies. The appartment is fully loaded with every type of furniture you need, just bring your bags and your settled. It’s a perfect place for soldiers just drafting to the army, or even ones released and going to study in the University of Haifa. The appartment suits anyone.
We are looking for 4 people who will move in and treat the place with the same respect that we built it in. If you are interested or know of someone that is interested the please send me a private message to discuss logistics of moving in. We would prefer a group of 4 people, but are flexible with other options.
Also there is no exact move in date yet, we’re also flexible with that too, but sometime around August, September preferred.
Yours truly
-Moshe Aharon 5 Squad",,7/9/2019 4:40,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/66224424_10156545026122654_2199431595272699904_n.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=ydYfmFPtgskAX9Y1UzB&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=2d3376e85bd3087382f2b1dff75a7a76&oe=5F5F82D3,,5,2,0,,
,,,,,,,,,,,
"10,158,086,680,230,600.00","WE ADULTS IN HAIFA ATTEMPT THIS JUMP EVERY DAY IN OUR BALLET CLASSES, AND WE NEVER YET LOOK QUITE LIKE THIS ... ISN'T HE BEAUTIFUL ?!? ... but i promise we will keep trying !
Hidemi de Villepin‎Only Ballet Men !
July 28, 2019 at 1:25 PM ·
Gabriel Figueredo - Stuttgarter Ballett
photo © Stuttgarter Ballett","WE ADULTS IN HAIFA ATTEMPT THIS JUMP EVERY DAY IN OUR BALLET CLASSES, AND WE NEVER YET LOOK QUITE LIKE THIS ... ISN'T HE BEAUTIFUL ?!? ... but i promise we will keep trying !","Hidemi de Villepin‎Only Ballet Men !
July 28, 2019 at 1:25 PM ·
Gabriel Figueredo - Stuttgarter Ballett
photo © Stuttgarter Ballett",8/3/2019 18:54,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p320x320/67318068_2831225026951595_6916541391321432064_n.jpg?_nc_cat=109&_nc_sid=ca434c&_nc_ohc=7lPFXOP1mdIAX9MuU_p&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=ad1f31deaf8a86cb3f5a3d3eef2619ed&oe=5F618CE6,,0,0,0,,
,,,,,,,,,,,
"10,157,652,712,070,600.00","We and our house in Y.l.Peretz are looking for a flatmate to live with us in our specious house.
Not yet, but in the trasition between sep-oct.
If you are wish to live in an communal space.. we are looking for you..
Give us a call or send the house a massage
""The house in Y.L.Peretz""
Yuval-0528823207","We and our house in Y.l.Peretz are looking for a flatmate to live with us in our specious house.
Not yet, but in the trasition between sep-oct.
If you are wish to live in an communal space.. we are looking for you..
Give us a call or send the house a massage
""The house in Y.L.Peretz""
Yuval-0528823207",,3/5/2019 15:39,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/53243882_10157069753324111_4586698268066447360_n.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=kJj-rqwNhZYAX9k-O5L&_nc_ht=scontent.fhfa1-1.fna&tp=9&oh=b130f9b82dcbedd54e1c2421bdb458d4&oe=5F5F619C,,6,2,0,,
,,,,,,,,,,,
"10,158,017,131,045,600.00","Hi, everyone
I’m looking for a new roommate. The apartment is rather large; two bedrooms, kitchen, full bathroom, living room, and balcony. Rent is 1350nis per month (not including water, Arnona, electricity). The apartment is located in central Hadar, near Balfour st. Close access to plenty of buses, restaurants, and supermarkets. The contract would begin on the 15th of August. Excellent location. For further details, I can be reached by phone 054-5250100","Hi, everyone
I’m looking for a new roommate. The apartment is rather large; two bedrooms, kitchen, full bathroom, living room, and balcony. Rent is 1350nis per month (not including water, Arnona, electricity). The apartment is located in central Hadar, near Balfour st. Close access to plenty of buses, restaurants, and supermarkets. The contract would begin on the 15th of August. Excellent location. For further details, I can be reached by phone 054-5250100",,7/10/2019 3:35,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/66425834_10157114877496011_110219645478240256_o.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=CuIF9A8kvEwAX8BvecX&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=12c39dbf00d2052ba2853fbe612586ee&oe=5F5F44EB,,6,2,0,,
,,,,,,,,,,,
"10,158,066,249,830,600.00","YOU SEE, MARC CHAGALL ALSO CONNECTED MUSIC TO DANCING AND FLYING ..... see you in class !
Libriantichionline
July 22, 2019 at 5:55 AM ·
Marc Chagall, The Triumph of Music, 1966
Buongiorno ☀️","YOU SEE, MARC CHAGALL ALSO CONNECTED MUSIC TO DANCING AND FLYING ..... see you in class !","Libriantichionline
July 22, 2019 at 5:55 AM ·
Marc Chagall, The Triumph of Music, 1966
Buongiorno ☀️",7/27/2019 14:58,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/65220342_2234339333281246_473270263186718720_o.jpg?_nc_cat=111&_nc_sid=8024bb&_nc_ohc=b_etYrr-eWEAX9DhRK9&_nc_ht=scontent.fhfa1-1.fna&tp=14&oh=0f8825bcf1eb66df7e8faab2a1be9b4f&oe=5F6176EA,,1,1,0,https://m.facebook.com/story.php?story_fbid=2234339553281224&id=129315637116970,
,,,,,,,,,,,
"10,158,066,054,120,600.00","Haifa peepz,
subletting our sunny Hadar flat starting Aug. 26th till around Sept. 10th. 3 rooms, two balconies, massive rooftop, studio and sun sun suuun :)","Haifa peepz,
subletting our sunny Hadar flat starting Aug. 26th till around Sept. 10th. 3 rooms, two balconies, massive rooftop, studio and sun sun suuun :)",,7/27/2019 13:36,,,0,0,0,,
,,,,,,,,,,,
"10,158,062,946,965,600.00","Hi everyone,
I would like to offer a sublet for August
Dates : 1.8-26.8
Rent :1700 all inclusive
About the apartment : close to the Technion , Ziv center .
Bus lines 40,42,55,40a,112
Brand new apartment has 2 bedrooms , living room and large balcony .
About the room : has bed , tv , closet and cabinets .
Female only, must be a student .
There is a cuty small dog in the flat
For more info p.m me
Best ,","Hi everyone,
I would like to offer a sublet for August
Dates : 1.8-26.8
Rent :1700 all inclusive
About the apartment : close to the Technion , Ziv center .
Bus lines 40,42,55,40a,112
Brand new apartment has 2 bedrooms , living room and large balcony .
About the room : has bed , tv , closet and cabinets .
Female only, must be a student .
There is a cuty small dog in the flat
For more info p.m me
Best ,",,7/26/2019 11:51,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/67322363_2395887960494260_52541382903988224_n.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=JtXlpSF-0zkAX_mfkmB&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=c0a2a3a8910104fcb4f8af8565f9f155&oe=5F5F0E74,,0,0,0,,
,,,,,,,,,,,
"10,158,060,830,695,600.00","David Reuben‎Secret Haifa
July 25, 2019 at 4:45 PM ·
Two bedrooms available for rent from the 1st of September, in a 4-room huge and spacious apartment of about 145 sq. m, on Kadima St. in Mirkaz HaCarmel. :) There is one other roommate currently living.
* Pretty quiet neighbourhood
* 5-minute walk to Moriya Boulevard
* Bus routes to nearly every place in Haifa
* Decently close to the Technion and the University
* Supermarkets, shops, banks, etc. are at a walking distance
* Air-conditioners in each bedroom, and also in the Salon. (one of the AC is only a year old)
* The bedrooms have a bed and a cupboard each
* Private balcony to each bedroom
* Salon has a sofa, a coffee-table, a dining table with chairs, a television, and a closed balcony… More",,"David Reuben‎Secret Haifa
July 25, 2019 at 4:45 PM ·
Two bedrooms available for rent from the 1st of September, in a 4-room huge and spacious apartment of about 145 sq. m, on Kadima St. in Mirkaz HaCarmel. :) There is one other roommate currently living.
* Pretty quiet neighbourhood
* 5-minute walk to Moriya Boulevard
* Bus routes to nearly every place in Haifa
* Decently close to the Technion and the University
* Supermarkets, shops, banks, etc. are at a walking distance
* Air-conditioners in each bedroom, and also in the Salon. (one of the AC is only a year old)
* The bedrooms have a bed and a cupboard each
* Private balcony to each bedroom
* Salon has a sofa, a coffee-table, a dining table with chairs, a television, and a closed balcony… More",7/25/2019 16:49,,,0,0,0,,
,,,,,,,,,,,
,"Two bedrooms available for rent from the 1st of September, in a 4-room huge and spacious apartment of about 145 sq. m, on Kadima St. in Mirkaz HaCarmel. :) There is one other roommate currently living.
* Pretty quiet neighbourhood
* 5-minute walk to Moriya Boulevard
* Bus routes to nearly every place in Haifa
* Decently close to the Technion and the University
* Supermarkets, shops, banks, etc. are at a walking distance
* Air-conditioners in each bedroom, and also in the Salon. (one of the AC is only a year old)
* The bedrooms have a bed and a cupboard each
* Private balcony to each bedroom
* Salon has a sofa, a coffee-table, a dining table with chairs, a television, and a closed balcony… More","Two bedrooms available for rent from the 1st of September, in a 4-room huge and spacious apartment of about 145 sq. m, on Kadima St. in Mirkaz HaCarmel. :) There is one other roommate currently living.
* Pretty quiet neighbourhood
* 5-minute walk to Moriya Boulevard
* Bus routes to nearly every place in Haifa
* Decently close to the Technion and the University
* Supermarkets, shops, banks, etc. are at a walking distance
* Air-conditioners in each bedroom, and also in the Salon. (one of the AC is only a year old)
* The bedrooms have a bed and a cupboard each
* Private balcony to each bedroom
* Salon has a sofa, a coffee-table, a dining table with chairs, a television, and a closed balcony… More",,7/25/2019 16:45,,,0,0,0,,
,,,,,,,,,,,
"10,158,052,365,925,600.00",,,,7/22/2019 15:40,,,1,0,0,,
,,,,,,,,,,,
"10,158,047,035,980,600.00",LOOK ! ... I FINALLY FOUND SOMEONE IN HAIFA WHO DOESN'T NEED TO JOIN OUR BALLET CLASSES !!!,LOOK ! ... I FINALLY FOUND SOMEONE IN HAIFA WHO DOESN'T NEED TO JOIN OUR BALLET CLASSES !!!,,7/20/2019 17:47,,,2,0,0,,
,,,,,,,,,,,
"10,158,043,514,900,600.00","Hi, I am looking for a sublet, starting from end of July till september or october. It should be suitable for a couple, price up to 2300 NIS. Please contact me if you know or have a place. Thanks in advance :)","Hi, I am looking for a sublet, starting from end of July till september or october. It should be suitable for a couple, price up to 2300 NIS. Please contact me if you know or have a place. Thanks in advance :)",,7/19/2019 11:34,,,2,1,0,,
,,,,,,,,,,,
"10,158,029,429,480,600.00","RAWAD JUST CHANGED THE POSTER TO REFLECT THE NEW CLASSES FOR JULY AND AUGUST ( if you are in Haifa during the summer, before or after you swim, come dance with us ... for more info, call me, 0504228968 )
Misha Sachnoff
June 19, 2019 at 12:14 PM ·
RAWAD JUST CHANGED THE POSTER TO REFLECT THE NEW CLASSES FOR JULY AND AUGUST ( IF YOU'RE IN HAIFA DURING THE SUMMER, BEFORE OR AFTER YOUR SWIM, COME TAKE A CLASS WITH US )","RAWAD JUST CHANGED THE POSTER TO REFLECT THE NEW CLASSES FOR JULY AND AUGUST ( if you are in Haifa during the summer, before or after you swim, come dance with us ... for more info, call me, 0504228968 )","Misha Sachnoff
June 19, 2019 at 12:14 PM ·
RAWAD JUST CHANGED THE POSTER TO REFLECT THE NEW CLASSES FOR JULY AND AUGUST ( IF YOU'RE IN HAIFA DURING THE SUMMER, BEFORE OR AFTER YOUR SWIM, COME TAKE A CLASS WITH US )",7/14/2019 9:02,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p235x350/64417014_1345207972321869_8309813560779735040_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_ohc=pPtct3ZxvuEAX8oivFm&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=1ae488fca0131a2dad26d9e5982e2992&oe=5F60EB8B,,1,0,0,https://m.facebook.com/story.php?story_fbid=1345211268988206&id=100004980371254,
,,,,,,,,,,,
"10,158,017,690,950,600.00",,,,7/10/2019 10:11,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/66611597_10220145343614276_7871581280016531456_o.jpg?_nc_cat=108&_nc_sid=07e735&_nc_ohc=WtYI_o68rT4AX8mmUd1&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=c9905fa4163c5398ce27676ca5163b4e&oe=5F614B0B,,1,0,0,,
,,,,,,,,,,,
"10,158,012,817,260,600.00","Looking for a 2- to 3-room (2 bedrooms, with or without salon) apartment (anywhere around 40 to 60 sq.m in area) for two people, in Kiryat Sprintzak, Upper Hadar, or Kiryat Eliezer (in order of preference). Entrance required on September 1.
Minimum basic requirements in the apartment needed are two sleeping beds with mattresses, two cupboards, two tables and two chairs, air-conditioner, refrigerator, microwave, gas supply with burner, electric and solar water heater.
Any leads or connections would be helpful.
Thank you in advance. :)","Looking for a 2- to 3-room (2 bedrooms, with or without salon) apartment (anywhere around 40 to 60 sq.m in area) for two people, in Kiryat Sprintzak, Upper Hadar, or Kiryat Eliezer (in order of preference). Entrance required on September 1.
Minimum basic requirements in the apartment needed are two sleeping beds with mattresses, two cupboards, two tables and two chairs, air-conditioner, refrigerator, microwave, gas supply with burner, electric and solar water heater.
Any leads or connections would be helpful.
Thank you in advance. :)",,7/8/2019 16:54,,,2,0,0,,
,,,,,,,,,,,
"10,157,974,879,400,600.00","Subletting a 2 rooms, newly renovated flat in Shprinzak. Free between 12.07 and 17.09. Great location for tracks, beach, promenade, train stations and down-town. Great views and breeze, overlooking Vadi Lotem and the sea. Frequent public transportation to anywhere in Haifa, including the Technion and the University. There are also night buses and buses in Shabat.
Because this is my home and it's important for me to have a good subletter that will keep the flat well maintained, I am offering the it for a competitive price of 2,350 a month. That includes rent, wi-fi, all bills and expenses. This is, in the very least, 500 shekels less than what it will actually cost me.
It's a one bedroom, one living-room, characterful open space apartment, with everything one needs for surviving and thriving in Haifa summer time, including air-conditioner in the bedroom, different kitchen appliances (I cook a lot) and a fussball.
If you are interested, pls write me in private.","Subletting a 2 rooms, newly renovated flat in Shprinzak. Free between 12.07 and 17.09. Great location for tracks, beach, promenade, train stations and down-town. Great views and breeze, overlooking Vadi Lotem and the sea. Frequent public transportation to anywhere in Haifa, including the Technion and the University. There are also night buses and buses in Shabat.
Because this is my home and it's important for me to have a good subletter that will keep the flat well maintained, I am offering the it for a competitive price of 2,350 a month. That includes rent, wi-fi, all bills and expenses. This is, in the very least, 500 shekels less than what it will actually cost me.
It's a one bedroom, one living-room, characterful open space apartment, with everything one needs for surviving and thriving in Haifa summer time, including air-conditioner in the bedroom, different kitchen appliances (I cook a lot) and a fussball.
If you are interested, pls write me in private.",,6/26/2019 11:00,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/65586668_10219106933608094_7887301332766294016_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=ZOnv3Xg5icgAX9VzlIP&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=ce6da42c595fdcf897778d6d3477ceae&oe=5F60B360,,2,2,0,,
,,,,,,,,,,,
"10,157,996,971,115,600.00","Hi girls ,
I'm renting out a room in my beatiful apartment.
About the apartment : close to the Technion , Ziv center .
Bus lines 40 42 112 55 .....
Brand new apartment has 2 bedrooms , living room and large balcony .
About the room : has bed , tv , closet and cabinets .
Female only, must be a student 21-30.
Dates : 1.8.2019-1.9.2019 plus option.
Price : 1500 nis a month included water , city tax , building tax , cables .
For more info p.m me
Best ,
Meital Meital Amos","Hi girls ,
I'm renting out a room in my beatiful apartment.
About the apartment : close to the Technion , Ziv center .
Bus lines 40 42 112 55 .....
Brand new apartment has 2 bedrooms , living room and large balcony .
About the room : has bed , tv , closet and cabinets .
Female only, must be a student 21-30.
Dates : 1.8.2019-1.9.2019 plus option.
Price : 1500 nis a month included water , city tax , building tax , cables .
For more info p.m me
Best ,
Meital Meital Amos",,7/3/2019 18:26,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/65712653_2357028037713586_1670021483847483392_o.jpg?_nc_cat=105&_nc_sid=07e735&_nc_ohc=FdcoSO7lwtYAX-c9zB5&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=2dae1ac522a33a9e45b057917d09739d&oe=5F619151,,0,0,0,,
,,,,,,,,,,,
"10,157,995,761,020,600.00","Eliscià Dell'Ariccia‎Technion International community
July 2, 2019 at 2:24 PM ·
Hi,
Subletting my room in a 4 roommates apartment in Trumpeldor 1, 15 minutes walking from the Technion western gate (5 by bus or bike), from now until mid October (with possibility to extend the contract for one more year).
In the room there is: double size bed, desk, chair, closet, cabinet, shelves, AC and private bathroom with shower.
Price: 1650 ₪ per month (not including bills).
For more info pm me.",,"Eliscià Dell'Ariccia‎Technion International community
July 2, 2019 at 2:24 PM ·
Hi,
Subletting my room in a 4 roommates apartment in Trumpeldor 1, 15 minutes walking from the Technion western gate (5 by bus or bike), from now until mid October (with possibility to extend the contract for one more year).
In the room there is: double size bed, desk, chair, closet, cabinet, shelves, AC and private bathroom with shower.
Price: 1650 ₪ per month (not including bills).
For more info pm me.",7/3/2019 7:04,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/65852300_2491993440863204_8721738964991475712_n.jpg?_nc_cat=111&_nc_sid=07e735&_nc_ohc=_L-tPCgfoogAX-XoYJ3&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=d93258803dda113761f423c4aed47297&oe=5F604A28,,1,0,0,,
,,,,,,,,,,,
"10,157,984,000,425,600.00","EASY TO SHARE : DANCE SCHOOLS AND CONSERVATORIES ARE TRADE SCHOOLS !!! and in Haifa, you can visit a great trade school : The Louiza Arnon Dance Studio !
Rudy Lioce III
June 26, 2019 at 4:37 PM ·","EASY TO SHARE : DANCE SCHOOLS AND CONSERVATORIES ARE TRADE SCHOOLS !!! and in Haifa, you can visit a great trade school : The Louiza Arnon Dance Studio !","Rudy Lioce III
June 26, 2019 at 4:37 PM ·",6/29/2019 13:02,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/65369746_2212175182242093_7461469000543764480_n.jpg?_nc_cat=106&_nc_sid=8024bb&_nc_ohc=_7W4DuLgh-AAX-eljHi&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=81c408c08b9db0b016a8e113efac5c4b&oe=5F5F3609,,2,0,0,https://m.facebook.com/story.php?story_fbid=2212175685575376&id=100003488981789,
,,,,,,,,,,,
"10,157,981,701,660,600.00","Hi girls ,
I'm renting out a room in my beatiful apartment.
About the apartment : close to the Technion , Ziv center .
Bus lines 40 42 112 55 .....
Brand new apartment has 2 bedrooms , living room and large balcony .
About the room : has bed , tv , closet and cabinets .
Female only, must be a student 21-30.
Dates : 1.8.2019-1.9.2019 plus option.
Price : 1500 nis a month included water , city tax , building tax , cables .
For more info p.m me
Best ,
Meital Amos","Hi girls ,
I'm renting out a room in my beatiful apartment.
About the apartment : close to the Technion , Ziv center .
Bus lines 40 42 112 55 .....
Brand new apartment has 2 bedrooms , living room and large balcony .
About the room : has bed , tv , closet and cabinets .
Female only, must be a student 21-30.
Dates : 1.8.2019-1.9.2019 plus option.
Price : 1500 nis a month included water , city tax , building tax , cables .
For more info p.m me
Best ,
Meital Amos",,6/28/2019 18:02,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/65860804_2348583108558079_7996040344103813120_n.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=lViGX-tUHbAAX_cYRxE&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=a30adf38d35a767367c6311fb50a8e56&oe=5F5F1729,,1,0,0,,
,,,,,,,,,,,
"10,157,976,224,660,600.00","Hey guys, if anybody is looking for a place to stay in July, I'm subletting my room in Masada street in Hadar!
It's a large air conditioned room with a huge balcony, sea view and private toilet and private entry. The kitchen, living room and bathroom is shred with my really awesome room mate :)
500 ILS per week. PM me for more details !","Hey guys, if anybody is looking for a place to stay in July, I'm subletting my room in Masada street in Hadar!
It's a large air conditioned room with a huge balcony, sea view and private toilet and private entry. The kitchen, living room and bathroom is shred with my really awesome room mate :)
500 ILS per week. PM me for more details !",,6/26/2019 20:33,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/65077025_10220030974395117_4234358096203350016_o.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=oNHr9fT4WFwAX9fts7M&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=2aca39ed0bf065e5d4abe01f27306e3d&oe=5F60C68C,,1,0,0,,
,,,,,,,,,,,
"10,157,975,180,235,600.00","Leaving my apartment in Bracha Habas, and looking for someone to sublet my room from 1/7-30/9. It's a quite neighbourhood with comfortable transportation around, and parking space. The rent is 1100 shekels a month, not including any bills. Two roommates and the cutest dog will welcome you into the house, looking over this incredible view of Haifa","Leaving my apartment in Bracha Habas, and looking for someone to sublet my room from 1/7-30/9. It's a quite neighbourhood with comfortable transportation around, and parking space. The rent is 1100 shekels a month, not including any bills. Two roommates and the cutest dog will welcome you into the house, looking over this incredible view of Haifa",,6/26/2019 13:15,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/65109339_10217546250625491_611121890001420288_o.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=Lr0LSspKDaMAX9tkL4g&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=e3c35644d85d2195c633fef872b0273f&oe=5F5EBA2B,,1,0,0,,
,,,,,,,,,,,
"10,157,962,476,085,600.00","TWO YEARS AFTER I WAS BORN, THESE GREAT SINGERS AND DANCERS WERE FILMED ( 1943 ) JUST TO SHOW US HOW GREAT THEY WERE LONG AGO ... but now in Haifa we have our terrific Adult Ballet Classes !
TWISTEDSIFTER.COM
75 Years Ago, One of the Best Dance Routines Ever Was Filmed, Unrehearsed on the First Take","TWO YEARS AFTER I WAS BORN, THESE GREAT SINGERS AND DANCERS WERE FILMED ( 1943 ) JUST TO SHOW US HOW GREAT THEY WERE LONG AGO ... but now in Haifa we have our terrific Adult Ballet Classes !","TWISTEDSIFTER.COM
75 Years Ago, One of the Best Dance Routines Ever Was Filmed, Unrehearsed on the First Take",6/22/2019 12:38,https://external.fhfa1-1.fna.fbcdn.net/safe_image.php?d=AQAyV79pCwp4h95O&w=476&h=249&url=http%3A%2F%2Ftwistedsifter.files.wordpress.com%2F2018%2F02%2Fnicholas-brothers-jumpin-jive-cab-calloway-stormy-weather.jpg&cfs=1&jq=75&sx=0&sy=0&sw=800&sh=418&ext=jpg&_nc_hash=AQBInOUY-4aPhm7e,,1,0,0,https://m.facebook.com/story.php?story_fbid=1347645608744772&id=57812275694,https://twistedsifter.com/videos/nicholas-brothers-jumpin-jive-cab-calloway-stormy-weather/#.XGM5Wdkrhrc.facebook
,,,,,,,,,,,
"10,157,960,382,250,600.00","Sublet or New Contract/ 2rooms/ Hadar/ July/ 2600 NIS
I am leaving Haifa earlier than expected and am urgently looking for someone to take over my flat. It is located in Hadar, 2rooms, small balcony, new bathroom,
newly renovated only 5 months ago, fully furnished with bed, drawers, couch, table, kitchen gear, microwave, new A/C, washing machine
2600 NIS including Arnona, Internet.
Free until 8th of July, if you need to enter earlier we can also manage that. Contract either until mid October, so a perfect sublet for summer course birds, or for a new contract. easy going young landlord. Close to bus and also the train is reachable within 15 Minutes PM me to visit and for more details!","Sublet or New Contract/ 2rooms/ Hadar/ July/ 2600 NIS
I am leaving Haifa earlier than expected and am urgently looking for someone to take over my flat. It is located in Hadar, 2rooms, small balcony, new bathroom,
newly renovated only 5 months ago, fully furnished with bed, drawers, couch, table, kitchen gear, microwave, new A/C, washing machine
2600 NIS including Arnona, Internet.
Free until 8th of July, if you need to enter earlier we can also manage that. Contract either until mid October, so a perfect sublet for summer course birds, or for a new contract. easy going young landlord. Close to bus and also the train is reachable within 15 Minutes PM me to visit and for more details!",,6/21/2019 19:08,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s320x320/64674070_10211438830641231_4170356065516388352_n.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=8iKdt3BZPAoAX9Ad2d7&_nc_ht=scontent.fhfa1-1.fna&tp=9&oh=fbbaa61b77de2a21be80dbba8b35c7f2&oe=5F5FFAA3,,2,0,0,,
,,,,,,,,,,,
